Portfolio,ρ,Expected Value,VaR(90%),VaR(99.5%),ES(90%),ES(99.5%)
Portfolio I,0.0,1476.50404929,0.7657799999999731,2.1074114999999987,1.2323498999999865,2.6020319999999995
Portfolio I,0.33,1476.48315564,3.029039999999965,17.101989750000236,7.300726200000075,25.349184000000168
Portfolio I,0.66,1476.4711149,3.319500000000225,31.73565975000009,11.563836300000148,56.08512000000028
Portfolio I,1.0,1476.4343610000003,-1.4100000000000819,48.93000000000029,0.5335544182159533,94.28050000000022
Portfolio II,0.0,1323.467002995,5.581709999999908,12.207959999999582,7.966746899999704,14.269514999999755
Portfolio II,0.33,1323.3485159700003,28.11254999999972,118.45005412499991,57.80698019999978,155.7199079999999
Portfolio II,0.66,1323.39721899,32.74811249999973,241.5252869999999,95.51426714999982,297.7697519999999
Portfolio II,1.0,1323.4725,41.9099999999994,423.51,131.00917582417568,423.51
