maturity_years,gap_q2_minus_q1_baseline,gap_q2_minus_q1_stressed,gap_abs_baseline,gap_abs_stressed,gap_abs_widening
1.0,-9.320263616208885e-05,-0.00030921044475945916,9.320263616208885e-05,0.00030921044475945916,0.00021600780859737032
3.0,-2.812891795737557e-05,-0.00016903174654454498,2.812891795737557e-05,0.00016903174654454498,0.0001409028285871694
5.0,0.00017871519058151875,0.0003108704314857928,0.00017871519058151875,0.0003108704314857928,0.00013215524090427408
7.0,9.573063543770813e-05,0.00011611278830020097,9.573063543770813e-05,0.00011611278830020097,2.038215286249284e-05
10.0,0.0003543412970822696,0.0008149896958078162,0.0003543412970822696,0.0008149896958078162,0.00046064839872554664
